Order,Family,Genus,Species,Coll.,Num,SD,SL,VD,Dh,Vmm,Self
Ericales,Ericaceae,Richea,scoparia,Olson,2302,2.6,0.8,19,22,335.3,self
Ericales,Ericaceae,Richea,scoparia,Olson,2303,3,1.4,23.7,25.9,331.5,self
Ericales,Ericaceae,Richea,scoparia,Olson,2304,3.5,1.4,25,27.2,281.3,self
Ericales,Ericaceae,Richea,sprengelioides,Olson,2308,0.9,0.6,16.6,19.2,541.7,self
Ericales,Ericaceae,Richea,sprengelioides,Olson,2309,1.1,0.6,18.6,19.5,493.6,self
Ericales,Ericaceae,Richea,sprengelioides,Olson,2310,1,0.7,18.3,19.9,335.7,self
Ericales,Ericaceae,Trochocarpa,cunninghamii,Olson,2311,1.4,0.8,24.8,27,107.7,self
Ericales,Ericaceae,Trochocarpa,cunninghamii,Olson,2312,0.8,0.8,25.2,27,235.5,self
Ericales,Ericaceae,Trochocarpa,cunninghamii,Olson,2313,0.8,0.7,24.6,27.8,331.7,self
Ericales,Ericaceae,Trochocarpa,laurina,Olson,2406,4.5,4.6,34.1,38.2,33.5,self
Ericales,Ericaceae,Trochocarpa,laurina,Olson,2407,10.2,4.6,45.3,50.3,46.7,self
Ericales,Ericaceae,Trochocarpa,laurina,Olson,2408,12.7,4.8,27.6,30.5,55.1,self
Ericales,Fouquieriaceae,Fouquieria,columnaris,Olson,sn,25,,50.5,66.8,,self
Ericales,Lecythidaceae,Planchonia,careya,Rosell,3,23.1,8.8,96.8,117,13.7,self
Ericales,Lecythidaceae,Planchonia,careya,Rosell,4,19.4,6.1,88.6,112.8,13.8,self
Ericales,Lecythidaceae,Planchonia,careya,Rosell,5,15.9,8.1,94.1,118.9,10.3,self
Ericales,Primulaceae,Ardisia,brevipedata,Olson,1807,2,,30.4,34.8,53.5,self
Ericales,Primulaceae,Ardisia,brevipedata,Olson,1815,1.7,,33.2,35.6,66.4,self
Ericales,Primulaceae,Ardisia,brevipedata,Olson,1818,2,,34,36.9,43.6,self
Ericales,Primulaceae,Ardisia,brevipedata,Rosell,1,15,,23.5,26.4,76.7,self
Ericales,Primulaceae,Ardisia,brevipedata,Rosell,2,9.7,,30.9,35,74.5,self
Ericales,Primulaceae,Ardisia,brevipedata,Rosell,3,12.7,,33.2,35.9,55.9,self
Ericales,Primulaceae,Jacquinia,pungens,Olson,1611,3.2,,46.3,55.5,37.5,self
Ericales,Primulaceae,Jacquinia,pungens,Olson,1612,9.1,,64.3,70.6,31.5,self
Ericales,Primulaceae,Jacquinia,pungens,Olson,1615,12.4,,64.9,76.1,40.8,self
Ericales,Primulaceae,Jacquinia,pungens,Olson,2801,25.3,9.3,65.2,84.6,47.2,self
Ericales,Primulaceae,Myrsine,variabilis,Olson,1703,9.9,,48.7,56.3,56.2,self
Ericales,Primulaceae,Myrsine,variabilis,Olson,1704,5.9,,53.7,55.1,40.9,self
Ericales,Primulaceae,Myrsine,variabilis,Olson,1705,2.5,,52.7,57.3,55.8,self
Ericales,Primulaceae,Oerstedianthus,brevipes,Olson,1396,2.2,,22.1,25.1,82.1,self
Ericales,Primulaceae,Oerstedianthus,brevipes,Olson,1430,1.9,,22.2,29.8,64.4,self
Ericales,Primulaceae,Oerstedianthus,brevipes,Olson,1431,1.1,,28.2,33.1,56.3,self
Ericales,Sapotaceae,Pouteria,durlandii,Olson,1420,15.9,,57.1,81.8,18,self
Ericales,Sapotaceae,Pouteria,durlandii,Olson,1421,6.4,,47.2,67.4,16.5,self
Ericales,Sapotaceae,Pouteria,durlandii,Olson,1422,13.1,,60.6,74.9,14.3,self
Ericales,Styracaceae,Styrax,argenteus,Olson,4075,27.4,19,99.5,121.4,16.5,self
Ericales,Symplocaceae,Symplocos,excelsa,Olson,1439,37.6,,105.1,114.5,18.9,self
Ericales,Symplocaceae,Symplocos,excelsa,Olson,1440,57,,120.4,130.4,19.7,self
Escalloniales,Escalloniaceae,Anopterus,glandulosus,Olson,2272,3.7,3.3,39.2,43.2,97.4,self
Escalloniales,Escalloniaceae,Anopterus,glandulosus,Olson,2273,3.6,5.2,36.6,45.7,125.9,self
Escalloniales,Escalloniaceae,Anopterus,glandulosus,Olson,2274,2.9,3.4,30.3,34.7,138.8,self
Escalloniales,Escalloniaceae,Polyosma,rhytophloia,Olson,1913,11.8,,56.5,66,30.7,self
Escalloniales,Escalloniaceae,Polyosma,rhytophloia,Olson,2365,10.2,6.7,63.3,68.1,29.6,self
Escalloniales,Escalloniaceae,Polyosma,rhytophloia,Olson,2366,22.6,10.3,53,61.9,44,self
Escalloniales,Escalloniaceae,Polyosma,rhytophloia,Olson,2368,12.1,7,67,80.5,26.5,self
Fabales,Fabaceae,Acacia,binervia,Olson,2208,9.9,8,84.5,108.9,19,self
Fabales,Fabaceae,Acacia,binervia,Olson,2209,8.4,11,93.4,109.4,11.8,self
Fabales,Fabaceae,Acacia,binervia,Olson,2210,8,7.8,91.5,107.8,11.4,self
Fabales,Fabaceae,Acacia,difficilis,Olson,2065,0.7,,45.7,52.4,54,self
Fabales,Fabaceae,Acacia,difficilis,Olson,2066,0.7,,38,55.3,82.8,self
Fabales,Fabaceae,Acacia,difficilis,Olson,2067,0.7,,39.1,49.2,79.9,self
Fabales,Fabaceae,Acacia,latescens,Rosell,3,8,6.9,83.9,112.2,11.7,self
Fabales,Fabaceae,Acacia,latescens,Rosell,4,7,6.1,84.6,104.5,14.6,self
Fabales,Fabaceae,Acacia,latescens,Rosell,5,7.5,7.4,80,89.9,12,self
Fabales,Fabaceae,Acacia,linifolia,Olson,1743,1,,51.5,60.9,26.6,self
Fabales,Fabaceae,Acacia,linifolia,Olson,1744,1.7,,63.8,77,24.6,self
Fabales,Fabaceae,Acacia,linifolia,Olson,1745,1.9,,53,75,23.2,self
Fabales,Fabaceae,Acacia,melanoxylon,Olson,1263,11.1,,88.2,118.9,16.7,self
Fabales,Fabaceae,Acacia,melanoxylon,Olson,1264,12.6,,105.8,119.9,11.4,self
Fabales,Fabaceae,Acacia,melanoxylon,Olson,1265,5.9,,67.9,84.8,12.3,self
Fabales,Fabaceae,Acacia,oncinocarpa,Olson,2062,1.8,,71.2,102.4,29.3,self
Fabales,Fabaceae,Acacia,oncinocarpa,Olson,2063,1.4,,67,78.6,20.5,self
Fabales,Fabaceae,Acacia,oncinocarpa,Olson,2064,1.1,,59.9,85.7,31.7,self
Fabales,Fabaceae,Acacia,parvipinnula,Rosell,1,7.6,,100.7,120.6,12.6,self
Fabales,Fabaceae,Acacia,parvipinnula,Rosell,2,7.8,,97.5,125.4,18.9,self
Fabales,Fabaceae,Acacia,parvipinnula,Rosell,4,11.5,,96.8,113.9,11.6,self
Fabales,Fabaceae,Caesalpinia,sclerocarpa,Olson,1504,38,11.5,74.4,117.1,11.6,self
Fabales,Fabaceae,Caesalpinia,sclerocarpa,Olson,1513,33.1,11.7,97.6,137.2,13.3,self
Fabales,Fabaceae,Caesalpinia,sclerocarpa,Olson,1514,33.7,8.7,103.3,119.1,11.3,self
Fabales,Fabaceae,Cynometra,oaxacana,Olson,2874,37.2,9.7,65.4,87.2,25.1,self
Fabales,Fabaceae,Cynometra,oaxacana,Olson,2875,21,9.7,75,93,51.1,self
Fabales,Fabaceae,Cynometra,oaxacana,Olson,2877,39.2,9.7,82.6,98.2,39.7,self
Fabales,Fabaceae,Daviesia,squarrosa,Rosell,1,2.2,,35.5,51.3,57.3,self
Fabales,Fabaceae,Daviesia,squarrosa,Rosell,2,1.7,,25.9,40.4,88.9,self
Fabales,Fabaceae,Daviesia,squarrosa,Rosell,5,2.2,,26,31.5,87.2,self
Fabales,Fabaceae,Dussia,mexicana,Olson,4062,121,30,232.9,282.6,3.9,self
Fabales,Fabaceae,Entada,phaseoloides,Olson,1836,17.5,,435.1,604,2.1,nonself
Fabales,Fabaceae,Entada,phaseoloides,Olson,1844,13.4,,409.2,591.2,1.9,nonself
Fabales,Fabaceae,Entada,phaseoloides,Olson,1847,16.6,,305.1,608.8,3.7,nonself
Fabales,Fabaceae,Entada,phaseoloides,Olson,4272,15.9,55,250.3,416.7,4.5,nonself
Fabales,Fabaceae,Entada,polystachya,Olson,2761,0.4,18.9,252.6,296.7,2.9,nonself
Fabales,Fabaceae,Entada,polystachya,Olson,2815,2.5,20.4,201.9,268,7.4,nonself
Fabales,Fabaceae,Entada,polystachya,Olson,2901,5.3,28,361.3,413.7,5.6,nonself
Fabales,Fabaceae,Erythrophleum,chlorostachys,Rosell,1,42.5,13.5,89.1,116.1,12.8,self
Fabales,Fabaceae,Erythrophleum,chlorostachys,Rosell,2,41.7,13.3,104.4,120.3,13.1,self
Fabales,Fabaceae,Erythrophleum,chlorostachys,Rosell,5,40.9,13.5,83.6,109.1,18.5,self
Fabales,Fabaceae,Gompholobium,latifolium,Olson,2150,1.8,2.2,47,55,34.8,self
Fabales,Fabaceae,Gompholobium,latifolium,Olson,2151,2.5,2.8,46.6,54.1,38.7,self
Fabales,Fabaceae,Gompholobium,latifolium,Olson,2152,2.2,2.8,49.5,58.8,41.9,self
Fabales,Fabaceae,Jacksonia,scoparia,Rosell,1,3.6,,43.4,46.7,64.8,self
Fabales,Fabaceae,Jacksonia,scoparia,Rosell,2,3.9,,43.8,53.4,68.4,self
Fabales,Fabaceae,Jacksonia,scoparia,Rosell,5,4,,55,61.3,47.4,self
Fabales,Fabaceae,Machaerium,floribundum,Olson,1444,14.8,,158.6,280.2,7.4,nonself
Fabales,Fabaceae,Machaerium,floribundum,Olson,1448,11.1,,171.6,311,5.5,nonself
Fabales,Fabaceae,Machaerium,floribundum,Olson,1450,16.2,,148.5,315.7,9.1,nonself
Fabales,Fabaceae,Machaerium,floribundum,Olson,4049,1.9,22.6,79.3,131.8,19.6,nonself
Fabales,Fabaceae,Machaerium,floribundum,Olson,4050,3.4,20.1,112.9,148.3,11.2,nonself
Fabales,Fabaceae,Nissolia,leiogyne,Olson,1467,2.1,,94.6,177,47.4,nonself
Fabales,Fabaceae,Nissolia,leiogyne,Olson,1468,1.6,,92.1,193,54.7,nonself
Fabales,Fabaceae,Nissolia,leiogyne,Olson,1469,1,,58.7,147,58.5,nonself
Fabales,Fabaceae,Podolobium,illicifolium,Rosell,1,1.6,,38.1,48.1,42.7,self
Fabales,Fabaceae,Podolobium,illicifolium,Rosell,2,2,,36.1,43.9,41.3,self
Fabales,Fabaceae,Podolobium,illicifolium,Rosell,3,1.7,,39,48,59.8,self
Fabales,Fabaceae,Psorothamnus,arborescens,Olson,2614,1.4,1,29.9,42.2,114.4,self
Fabales,Fabaceae,Psorothamnus,arborescens,Olson,2615,1.6,1.3,34.8,50.3,73.2,self
Fabales,Fabaceae,Psorothamnus,arborescens,Olson,2616,1.1,1.3,31.5,49.8,118,self
Fabales,Fabaceae,Pultenaea,scabra,Rosell,1,1.1,,28.2,35.2,102.5,self
Fabales,Fabaceae,Pultenaea,scabra,Rosell,3,1.4,,23.7,28.3,113.4,self
Fabales,Fabaceae,Pultenaea,scabra,Rosell,5,1.2,,26.4,32,93.6,self
Fabales,Fabaceae,Vatairea,lundellii,Olson,4063,95.5,30,170.4,188.6,2.9,self
Fabales,Fabaceae,Vatairea,lundellii,Olson,4107,111.4,35,169.7,199.2,2,self
Fabales,Polygalaceae,Comesperma,ericinum,Olson,2196,0.9,1.4,24.4,28.1,157.6,self
Fabales,Polygalaceae,Comesperma,ericinum,Olson,2197,0.5,1.4,18.8,23,228.8,self
Fabales,Polygalaceae,Comesperma,ericinum,Olson,2198,0.3,0.7,17,20.5,500.8,self
Fabales ,Fabaceae,Machaerium,cobanense,Olson,4044,2.6,22,232.7,310.4,7.8,nonself
Fagales,Casuarinaceae,Allocasuarina,distyla,Olson,2217,1.9,0.8,25,32.3,144.7,self
Fagales,Casuarinaceae,Allocasuarina,distyla,Olson,2218,2.5,1,27.1,33.8,93.5,self
Fagales,Casuarinaceae,Allocasuarina,distyla,Olson,2219,1.9,1.2,31.7,42.7,137.4,self
Fagales,Casuarinaceae,Allocasuarina,torulosa,Rosell,3,27.7,,95.8,133.6,8.1,self
Fagales,Casuarinaceae,Allocasuarina,torulosa,Rosell,4,18.5,,70.3,92.4,11.1,self
Fagales,Casuarinaceae,Allocasuarina,torulosa,Rosell,5,17.2,,81.4,114,21.8,self
Fagales,Fagaceae,Quercus,affcastanea,Olson,1657,15.6,,133.4,199.5,17.3,self
Fagales,Fagaceae,Quercus,affcastanea,Olson,1658,22.9,,166.9,222.9,17.7,self
Fagales,Fagaceae,Quercus,affcastanea,Olson,1659,25.2,,109.8,159.7,21.2,self
Fagales,Fagaceae,Quercus,cornelius_mulleri,Olson,2617,2.8,2.1,50.9,90.5,14.9,self
Fagales,Fagaceae,Quercus,cornelius_mulleri,Olson,2618,5.9,3,60.5,124.7,14.7,self
Fagales,Fagaceae,Quercus,cornelius_mulleri,Olson,2619,4.5,2.2,59.3,99.9,17.5,self
Fagales,Fagaceae,Quercus,laurina,Olson,1648,19.7,,172,212.2,3.5,self
Fagales,Fagaceae,Quercus,laurina,Olson,1649,24.8,,171.3,283.5,6.1,self
Fagales,Fagaceae,Quercus,laurina,Olson,1650,21.7,,151.5,206,4.6,self
Fagales,Nothofagaceae,Nothofagus,cunninghamii,Olson,2284,10.2,4.7,51.5,60.3,112.1,self
Fagales,Nothofagaceae,Nothofagus,cunninghamii,Olson,2285,9.5,3.3,42.3,48.7,118.4,self
Fagales,Nothofagaceae,Nothofagus,cunninghamii,Olson,2286,6.2,2.9,36.8,42,159.2,self
Fagales,Nothofagaceae,Nothofagus,gunnii,Olson,2337,10.8,6.3,37.6,43.7,127.5,self
Fagales,Nothofagaceae,Nothofagus,gunnii,Olson,2338,10.8,5.3,41.1,48.5,158.9,self
Fagales,Nothofagaceae,Nothofagus,gunnii,Olson,2339,10.5,7.3,28.4,31.2,225.7,self
Garryales,Garryaceae,Aucuba,japonica,Olson,2529,1.1,0.6,22,25.2,77.6,self
Garryales,Garryaceae,Aucuba,japonica,Olson,2530,1,0.5,22.5,25.9,133.2,self
Garryales,Garryaceae,Aucuba,japonica,Olson,2531,0.9,0.6,23.4,24.6,69.2,self
Garryales,Garryaceae,Garrya,elliptica,Olson,1678,14.3,,36,41.8,101.4,self
Garryales,Garryaceae,Garrya,elliptica,Olson,1679,7.6,,34.5,44.5,97.8,self
Garryales,Garryaceae,Garrya,elliptica,Olson,1680,8.4,,33.8,49.6,93.5,self
Gentianales,Apocynaceae,Alstonia,actinophylla,Rosell,2,20.1,6,104.2,136.6,9.4,self
Gentianales,Apocynaceae,Alstonia,actinophylla,Rosell,3,29.3,8,98.6,138,14.4,self
Gentianales,Apocynaceae,Alstonia,actinophylla,Rosell,4,16.1,6,92.7,128,14.8,self
Gentianales,Apocynaceae,Araujia,sericifera,Olson,2482,0.6,8.9,92.1,170.1,153.5,nonself
Gentianales,Apocynaceae,Araujia,sericifera,Olson,2483,0.6,8,56.7,141.5,136.2,nonself
Gentianales,Apocynaceae,Araujia,sericifera,Olson,2484,1,9.2,87,153.3,86.8,nonself
Gentianales,Apocynaceae,Forsteronia,acouci,Olson,4069,2.3,20.2,135.7,193.7,16.1,nonself
Gentianales,Apocynaceae,Marsdenia,lanata,Olson,1480,2.6,,142.6,178.5,21.5,nonself
Gentianales,Apocynaceae,Marsdenia,lanata,Olson,1481,2,,143.2,183.8,22.4,nonself
Gentianales,Apocynaceae,Marsdenia,lanata,Olson,1482,1.8,,80.9,106.8,41.1,nonself
Gentianales,Apocynaceae,Tonduzia,longifolia,Olson,2780,14,4.6,27.9,30.6,152.5,self
Gentianales,Loganiaceae,Strychnos,tabascana,Olson,1460,6.1,,96.6,113.6,30.3,nonself
Gentianales,Rubiaceae,Antirhea,tenuiflora,Rosell,1,13.1,,84.3,91,41.6,self
Gentianales,Rubiaceae,Antirhea,tenuiflora,Rosell,2,12.7,,58.7,63.1,44.2,self
Gentianales,Rubiaceae,Antirhea,tenuiflora,Rosell,3,8,,48.8,53.2,56.4,self
Gentianales,Rubiaceae,Bouvardia,ternifolia,Olson,1323,1.1,,23.8,32.2,,self
Gentianales,Rubiaceae,Bouvardia,ternifolia,Olson,1324,1.1,,16.4,21,,self
Gentianales,Rubiaceae,Bouvardia,ternifolia,Olson,1325,1,,18.2,21.2,,self
Gentianales,Rubiaceae,Bouvardia,ternifolia,Olson,1326,1,,22.5,30,,self
Gentianales,Rubiaceae,Bouvardia,ternifolia,Olson,1327,0.9,,16.9,24.2,,self
Gentianales,Rubiaceae,Bouvardia,ternifolia,Olson,1328,0.8,,15.1,18.4,,self
Gentianales,Rubiaceae,Bouvardia,ternifolia,Olson,1329,0.8,,17.1,19.6,,self
Gentianales,Rubiaceae,Coprosma,nitida,Olson,2320,2.5,2.3,27.2,33.1,150.1,self
Gentianales,Rubiaceae,Coprosma,nitida,Olson,2321,2.9,1.8,30.8,35.5,142.3,self
Gentianales,Rubiaceae,Coprosma,nitida,Olson,2322,3.1,1.7,28.4,37.5,146.3,self
Gentianales,Rubiaceae,Galium,angustifolium,Olson,2620,0.2,1.2,24.5,39.6,477.6,nonself
Gentianales,Rubiaceae,Galium,angustifolium,Olson,2621,0.3,1,21.5,36.5,477.2,nonself
Gentianales,Rubiaceae,Galium,angustifolium,Olson,2622,0.2,1.4,23.9,34,452.8,nonself
Gentianales,Rubiaceae,Gardenia,megasperma,Olson,2053,5.3,,60.2,70.9,50.9,self
Gentianales,Rubiaceae,Gardenia,megasperma,Olson,2054,4.8,,55.2,61.9,58.1,self
Gentianales,Rubiaceae,Gardenia,megasperma,Olson,2055,2.7,,41.1,44.6,59.1,self
Gentianales,Rubiaceae,Morinda,jasminoides,Olson,2421,0.7,6.6,84.2,119.7,24.1,nonself
Gentianales,Rubiaceae,Morinda,jasminoides,Olson,2457,0.9,5.2,113.2,134.3,13.9,nonself
Gentianales,Rubiaceae,Morinda,jasminoides,Olson,2462,1.1,6.1,100.4,139.5,10.4,nonself
Gentianales,Rubiaceae,Pomax,umbellata,Olson,2244,0.4,0.2,15.6,17.2,540,self
Gentianales,Rubiaceae,Pomax,umbellata,Olson,2245,0.3,0.2,25.9,30.2,126.8,self
Gentianales,Rubiaceae,Pomax,umbellata,Olson,2246,0.3,0.2,17.3,19.3,314.4,self
Gentianales,Rubiaceae,Psychotria,sp,Olson,1401,11.7,,41.3,58.9,57.4,self
Gentianales,Rubiaceae,Psychotria,sp,Olson,1402,4.1,,38.2,40.8,77.3,self
Gentianales,Rubiaceae,Psychotria,sp,Olson,1403,7,,40.2,43.2,63.1,self
Gentianales,Rubiaceae,Randia,sp,Olson,1463,4,,41.3,46.3,111.4,self
Gentianales,Rubiaceae,Randia,sp,Olson,1595,4.5,,25.2,34.6,233.9,self
Gentianales,Rubiaceae,Randia,sp,Olson,1614,6.7,,28.3,35.9,101.3,self
Geraniales,Geraniaceae,Geranium,maderense,Olson,1669,3.9,,51.6,70,50.2,self
Geraniales,Geraniaceae,Geranium,maderense,Olson,1670,4.7,,57.2,68.7,50.1,self
Geraniales,Geraniaceae,Geranium,maderense,Olson,1671,3.4,,51.6,70.3,48.4,self
Geraniales,Geraniaceae,Pelargonium,hortorum,Olson,2492,1.6,1.2,40.6,44.2,65.8,self
Geraniales,Geraniaceae,Pelargonium,hortorum,Olson,2493,1.4,0.9,40.5,45.8,50.5,self
Geraniales,Geraniaceae,Pelargonium,hortorum,Olson,2494,1.3,0.9,36.8,44.1,72.6,self
Geraniales,Melianthaceae,Melianthus,major,Olson,1672,3.1,1.9,29.1,42.6,99.8,self
Geraniales,Melianthaceae,Melianthus,major,Olson,1673,2.8,1.6,34.9,46.7,54.1,self
Geraniales,Melianthaceae,Melianthus,major,Olson,1674,2.7,1.5,34.6,48.1,45.4,self
Huerteales,Dipentodontaceae,Perrottetia,arborescens,Olson,1908,1.2,,38,43.4,112.4,self
Huerteales,Dipentodontaceae,Perrottetia,arborescens,Olson,1909,8.9,,48.5,51,99.9,self
Huerteales,Dipentodontaceae,Perrottetia,ovata,TorresColin,17614,9.4,7,41.3,45.2,125.6,self
Huerteales,Dipentodontaceae,Perrottetia,ovata,TorresColin,17615,7.3,8,44.5,46.6,169.1,self
Huerteales,Dipentodontaceae,Perrottetia,ovata,TorresColin,17616,8,6,44,48.1,127.5,self
Lamiales,Acanthaceae,Avicennia,marina,Olson,1530,18.8,,49.5,69.6,33.3,self
Lamiales,Acanthaceae,Avicennia,marina,Olson,1531,15.6,,54.1,71.4,39.9,self
Lamiales,Acanthaceae,Avicennia,marina,Olson,1532,27.1,,51,67.4,63.1,self
Lamiales,Bignoniaceae,Adenocalymma,inundatum,Olson,1486,2.3,,50,123.1,122.4,nonself
Lamiales,Bignoniaceae,Adenocalymma,inundatum,Olson,1487,2.9,,70.3,118.4,121.8,nonself
Lamiales,Bignoniaceae,Adenocalymma,inundatum,Olson,1488,4.6,,57.2,104.5,75.5,nonself
Lamiales,Bignoniaceae,Amphilophium,crucigerum,Olson,2869,3.5,24,83.8,128.6,54.6,nonself
Lamiales,Bignoniaceae,Callichlamys,latifolia,Olson,4046,1.5,27.5,175.6,307,25,nonself
Lamiales,Bignoniaceae,Callichlamys,latifolia,Olson,4047,3.1,48,134.5,305.9,25.2,nonself
Lamiales,Bignoniaceae,Chilopsis,linearis,Olson,2653,10,3.7,90,145.7,20.1,self
Lamiales,Bignoniaceae,Chilopsis,linearis,Olson,2654,10.3,4.9,116.9,174.2,30.4,self
Lamiales,Bignoniaceae,Chilopsis,linearis,Olson,2655,22.9,6.2,121.5,167.8,24.9,self
Lamiales,Bignoniaceae,Fridericia,patellifera,Olson,2805,,11.2,91.4,186,89.2,nonself
Lamiales,Bignoniaceae,Fridericia,schumanniana,Olson,4067,2.9,30.2,165.4,375,22,nonself
Lamiales,Bignoniaceae,Fridericia,schumanniana,Olson,4068,2.4,35.3,168.3,297,15.3,nonself
Lamiales,Bignoniaceae,Mansoa,verrucifera,Olson,4040,3.2,38.7,115.6,156.4,46.4,nonself
Lamiales,Bignoniaceae,Pandorea,pandorana,Olson,2449,0.7,11.3,64.7,102.1,124.3,nonself
Lamiales,Bignoniaceae,Pandorea,pandorana,Olson,2458,0.8,6.3,91.2,134.5,44.2,nonself
Lamiales,Bignoniaceae,Pandorea,pandorana,Olson,2464,0.5,9.7,86.1,133,70.3,nonself
Lamiales,Bignoniaceae,Paragonia,pyramidata,Olson,1442,5.4,,245.8,328.7,7.7,nonself
Lamiales,Bignoniaceae,Paragonia,pyramidata,Olson,1447,5.4,,223.3,398.7,6.2,nonself
Lamiales,Bignoniaceae,Paragonia,pyramidata,Olson,4064,3.1,31.1,253.8,373.7,13.4,nonself
Lamiales,Bignoniaceae,Paragonia,pyramidata,Olson,4065,3.2,36.6,281.7,399.5,8.5,nonself
Lamiales,Bignoniaceae,Paragonia,pyramidata,Olson,4066,2.9,28.9,174.9,299.9,36.8,nonself
Lamiales,Bignoniaceae,Stizophyllum,riparium,Olson,4045,3.6,30.2,84.2,149.1,20.3,nonself
Lamiales,Bignoniaceae,Tabebuia,sp,Olson,1607,31.5,,125.8,141.8,6.9,self
Lamiales,Bignoniaceae,Tabebuia,sp,Olson,1608,38.2,,126.1,139.8,10.1,self
Lamiales,Bignoniaceae,Tabebuia,sp,Olson,1609,31.8,,138.1,163.2,15.9,self
Lamiales,Bignoniaceae,Tecoma,stans,Olson,1271,3.3,,60.4,71.3,72.3,self
Lamiales,Bignoniaceae,Tecoma,stans,Olson,1272,3,,67.9,76.3,42.7,self
Lamiales,Bignoniaceae,Tecoma,stans,Olson,1273,7.1,,68,81.5,74.1,self
Lamiales,Lamiaceae,Prostanthera,affviolacea,Rosell,1,2.6,,22,28.4,226.1,self
Lamiales,Lamiaceae,Prostanthera,affviolacea,Rosell,3,3,,20.2,25.8,176.8,self
Lamiales,Lamiaceae,Prostanthera,affviolacea,Rosell,4,2.4,,29.8,35.5,231.5,self
Lamiales,Lamiaceae,Scutellaria,mexicana,Olson,2648,0.4,1,25.5,35.5,102.6,self
Lamiales,Oleaceae,Notelaea,longifolia,Olson,1980,4.5,,40.5,47.7,70.7,self
Lamiales,Oleaceae,Notelaea,longifolia,Olson,1981,3.5,,38.9,43.4,87.1,self
Lamiales,Scrophulariaceae,Buddleja,cordata,Olson,1317,14.8,,47,60.7,,self
Lamiales,Scrophulariaceae,Buddleja,cordata,Olson,1318,6.7,,57.1,65,,self
Lamiales,Scrophulariaceae,Keckiella,cordata,Olson,2631,0.7,0.7,22.4,27.3,260.4,self
Lamiales,Verbenaceae,Lantana,camara,Olson,2439,2.2,6.1,62.7,114.4,36.4,nonself
Lamiales,Verbenaceae,Lantana,camara,Olson,2440,1.7,5.2,80.1,122.1,48.7,nonself
Lamiales,Verbenaceae,Lantana,camara,Olson,2543,3.6,17.2,143.7,178.7,22.4,nonself
Lamiales,Verbenaceae,Stachytarpheta,cayennensis,Olson,1876,0.8,,26.6,29.4,167.2,self
Lamiales,Verbenaceae,Stachytarpheta,cayennensis,Olson,1877,0.7,,25.4,30.4,135.4,self
Lamiales,Verbenaceae,Stachytarpheta,cayennensis,Olson,1878,0.7,,25.5,29.3,87.2,self
Laurales,Atherospermataceae,Atherosperma,moschatum,Olson,2259,56.3,22.2,38.8,44.4,130.6,self
Laurales,Atherospermataceae,Atherosperma,moschatum,Olson,2260,40.1,17.5,51.3,58.6,77.5,self
Laurales,Atherospermataceae,Atherosperma,moschatum,Olson,2261,43,18,44.1,53.1,86.2,self
Laurales,Atherospermataceae,Doryphora,aromatica,Rosell,1,55.9,,76.6,81.6,67.5,self
Laurales,Atherospermataceae,Doryphora,aromatica,Rosell,2,90.7,,64.3,87,62,self
Laurales,Atherospermataceae,Doryphora,aromatica,Rosell,3,31.5,,62,76.6,91.7,self
Laurales,Atherospermataceae,Doryphora,sassafras,Olson,2410,22.3,22,62.3,68.6,50.6,self
Laurales,Atherospermataceae,Doryphora,sassafras,Olson,4122,29.6,20.6,65.9,73.5,63.7,self
Laurales,Atherospermataceae,Doryphora,sassafras,Olson,4124,22.3,17.5,60.3,63.3,53.1,self
Laurales,Calycanthaceae,Idiospermum,australiense,Olson,4282,37.6,23,175.8,204,7.6,self
Laurales,Calycanthaceae,Idiospermum,australiense,Rosell,1,52.8,25,137.7,174.1,6.9,self
Laurales,Hernandiaceae,Gyrocarpus,jatrophifolius,Olson,1512,22.6,7.7,156.9,215.2,8.9,self
Laurales,Hernandiaceae,Gyrocarpus,jatrophifolius,Olson,1556,42.3,,127.1,175.5,6.3,self
Laurales,Hernandiaceae,Gyrocarpus,jatrophifolius,Olson,1557,29.5,,169.2,203.3,5.9,self
Laurales,Hernandiaceae,Gyrocarpus,jatrophifolius,Olson,1583,15.8,,132.6,172.8,16.6,self
Laurales,Hernandiaceae,Hernandia,albiflora,Rosell,1,6.2,5.2,64.4,77.7,20.8,self
Laurales,Hernandiaceae,Hernandia,albiflora,Rosell,2,10.2,8.6,85.5,103.9,6.7,self
Laurales,Hernandiaceae,Hernandia,albiflora,Rosell,3,11.5,10,79.4,90.3,7.5,self
Laurales,Hernandiaceae,Sparattanthelium,amazonum,Olson ,4060,2.2,13,160.4,267.9,12.6,nonself
Laurales,Hernandiaceae,Sparattanthelium,amazonum,Olson ,4061,10,19,169.3,251.1,21.1,nonself
Laurales,Hernandiaceae,Sparattanthelium,amazonum,Olson ,4071,2.7,3.3,82.1,146.1,20.4,nonself
Laurales,Lauraceae,Cryptocarya,mackinnoniana,Rosell,1,14.6,,73.1,96.4,7.1,self
Laurales,Lauraceae,Cryptocarya,mackinnoniana,Rosell,2,28.5,,103.8,121.7,12.4,self
Laurales,Lauraceae,Cryptocarya,mackinnoniana,Rosell,3,29.9,,118.5,123,9.7,self
Laurales,Lauraceae,Endiandra,microneura,Rosell,1,47.6,28.3,70.5,86.9,17.7,self
