Order,Family,Genus,Species,Coll.,Num,SD,SL,VD,Dh,Vmm,Self
Malvales,Muntingiaceae,Muntingia,calabura,Olson,2778,13.7,9.1,154.9,169.7,13.4,self
Malvales,Thymelaeaceae,Daphnopsis,megacarpa,Olson,1425,1.4,,35.1,41.4,48.5,self
Malvales,Thymelaeaceae,Daphnopsis,megacarpa,Olson,1428,1.2,,36.5,43.5,36,self
Malvales,Thymelaeaceae,Daphnopsis,megacarpa,Olson,1429,1.1,,31,35.1,44.8,self
Malvales,Thymelaeaceae,Pimelea,linifolia,Olson,2144,0.3,0.9,26.4,30.3,292.4,self
Malvales,Thymelaeaceae,Pimelea,linifolia,Olson,2145,0.3,1.2,22.8,29.7,196,self
Malvales,Thymelaeaceae,Pimelea,linifolia,Olson,2146,0.3,1.5,20,24,226.8,self
Myrtales,Combretaceae,Combretum,fruticosum,Olson,1490,3.8,,179.1,216.7,10.1,nonself
Myrtales,Combretaceae,Combretum,fruticosum,Olson,1491,4.2,,168.3,218.9,8,nonself
Myrtales,Combretaceae,Combretum,fruticosum,Olson,1492,3.6,,146.1,224.1,10.7,nonself
Myrtales,Combretaceae,Conocarpus,erectus,Olson,1533,14,,63.7,84.1,53.5,self
Myrtales,Combretaceae,Conocarpus,erectus,Olson,1534,12.1,,60,81.9,35.6,self
Myrtales,Combretaceae,Conocarpus,erectus,Olson,1535,17.8,,80.3,97.9,37.3,self
Myrtales,Melastomataceae,Conostegia,xalapensis,Olson,1390,15.9,,52,66,21.5,self
Myrtales,Melastomataceae,Conostegia,xalapensis,Olson,1394,2.1,,59.4,64.4,17.5,self
Myrtales,Myrtaceae,Angophora,costata,Olson,2546,117.8,25.2,119.5,148.7,8.6,self
Myrtales,Myrtaceae,Angophora,costata,Olson,2573,80.5,36.8,110.1,142.3,5.5,self
Myrtales,Myrtaceae,Angophora,costata,Olson,2574,143.2,31.9,107.6,124.1,5.7,self
Myrtales,Myrtaceae,Angophora,costata,Rosell,1,36.9,,89.1,116.6,12.3,self
Myrtales,Myrtaceae,Angophora,costata,Rosell,2,68.4,,95,151.9,21.1,self
Myrtales,Myrtaceae,Angophora,costata,Rosell,3,33.7,,105.5,154.3,11,self
Myrtales,Myrtaceae,Calytrix,exstipulata,Olson,20632,0.7,,32.5,37.9,66.8,self
Myrtales,Myrtaceae,Calytrix,exstipulata,Olson,20642,0.5,,37.9,42.8,120.1,self
Myrtales,Myrtaceae,Calytrix,exstipulata,Olson,20652,0.5,,36.2,44.6,128,self
Myrtales,Myrtaceae,Corymbia,bleeseri,Rosell,2,21.3,10.7,141.2,172.7,8.5,self
Myrtales,Myrtaceae,Corymbia,bleeseri,Rosell,3,28.8,15.5,130,168.6,7.6,self
Myrtales,Myrtaceae,Corymbia,bleeseri,Rosell,5,33.7,15.6,169.7,231.7,9.8,self
Myrtales,Myrtaceae,Corymbia,porrecta,Rosell,1,33.3,9.8,173.3,204.6,8.5,self
Myrtales,Myrtaceae,Corymbia,porrecta,Rosell,2,26.4,8.5,93.4,127.6,16.6,self
Myrtales,Myrtaceae,Corymbia,porrecta,Rosell,5,20.1,8.3,76.9,98.9,10.3,self
Myrtales,Myrtaceae,Eucalyptus,camaldulensis,Olson,1259,18.4,13.5,91,101.6,13.2,self
Myrtales,Myrtaceae,Eucalyptus,camaldulensis,Olson,1260,54.8,21.4,127,139.6,10.3,self
Myrtales,Myrtaceae,Eucalyptus,camaldulensis,Olson,1261,9.9,,79.7,95,11.5,self
Myrtales,Myrtaceae,Eucalyptus,camaldulensis,Olson,1262,1.5,,79.6,88.1,27.4,self
Myrtales,Myrtaceae,Eucalyptus,camaldulensis,Olson,1322,34.7,,82.8,115,,self
Myrtales,Myrtaceae,Eucalyptus,coccifera,Olson,2278,37.6,14,117.1,132.1,7.2,self
Myrtales,Myrtaceae,Eucalyptus,coccifera,Olson,2279,33.4,13,116.4,140.1,10.1,self
Myrtales,Myrtaceae,Eucalyptus,coccifera,Olson,2280,28,14,120.4,158.7,12.3,self
Myrtales,Myrtaceae,Eucalyptus,crebra,Rosell,1,40.3,,98.8,132.9,17.7,self
Myrtales,Myrtaceae,Eucalyptus,crebra,Rosell,4,48.1,,64.5,103.5,32.5,self
Myrtales,Myrtaceae,Eucalyptus,crebra,Rosell,5,67.7,,88.4,112.4,30.5,self
Myrtales,Myrtaceae,Eucalyptus,miniata,Rosell,3,32.1,19.5,187.1,203.5,4.9,self
Myrtales,Myrtaceae,Eucalyptus,miniata,Rosell,4,23.2,11.8,138.2,172.6,8.2,self
Myrtales,Myrtaceae,Eucalyptus,miniata,Rosell,5,28.8,14,148.9,178.5,10.4,self
Myrtales,Myrtaceae,Eucalyptus,pilularis,Olson,2562,109.8,25,119.7,166.2,10.2,self
Myrtales,Myrtaceae,Eucalyptus,pilularis,Olson,2571,130.5,22,169.4,177,9.8,self
Myrtales,Myrtaceae,Eucalyptus,pilularis,Olson,2572,117.8,37.2,141.7,158.1,10.8,self
Myrtales,Myrtaceae,Eucalyptus,punctata,Rosell,2,46.8,,144.7,189.1,3.9,self
Myrtales,Myrtaceae,Eucalyptus,punctata,Rosell,3,48.4,,106.1,133.3,18.2,self
Myrtales,Myrtaceae,Eucalyptus,punctata,Rosell,5,48.1,,121.4,147.7,13.8,self
Myrtales,Myrtaceae,Eucalyptus,regnans,Olson,2341,178,56.4,156.5,182.3,9.2,self
Myrtales,Myrtaceae,Eucalyptus,regnans,Olson,2342,200.2,33.9,174.7,193.6,8.7,self
Myrtales,Myrtaceae,Eucalyptus,regnans,Olson,2343,250,47.1,141.1,153.9,5.7,self
Myrtales,Myrtaceae,Eucalyptus,tetrodonta,Rosell,1,35.3,15.1,151,175.5,12.5,self
Myrtales,Myrtaceae,Eucalyptus,tetrodonta,Rosell,2,30.9,15.1,115.8,155.9,6.1,self
Myrtales,Myrtaceae,Eucalyptus,tetrodonta,Rosell,5,29.9,16.5,115.7,150.2,12.4,self
Myrtales,Myrtaceae,Lophostemon,lactiflus,Rosell,3,23.2,13.1,83.7,104.1,20.7,self
Myrtales,Myrtaceae,Lophostemon,lactiflus,Rosell,4,24.4,7.6,78.2,98.6,14.1,self
Myrtales,Myrtaceae,Lophostemon,lactiflus,Rosell,5,27.7,10.2,82.3,106.2,16.9,self
Myrtales,Myrtaceae,Melaleuca,pallida,Rosell,1,7.1,,55.5,67.3,38.4,self
Myrtales,Myrtaceae,Melaleuca,pallida,Rosell,2,23.2,,51.1,63.8,49.1,self
Myrtales,Myrtaceae,Melaleuca,pallida,Rosell,3,3.3,,49.2,54.3,45.6,self
Myrtales,Myrtaceae,Melaleuca,pallida,Rosell,4,4.3,,44.8,53.3,52.4,self
Myrtales,Myrtaceae,Melaleuca,pallida,Rosell,5,4.1,,47.4,55.6,51,self
Myrtales,Myrtaceae,Xanthostemon,paradoxus,Rosell,3,33.4,11.1,83,90.1,16.8,self
Myrtales,Myrtaceae,Xanthostemon,paradoxus,Rosell,4,18.5,7.7,76.5,92.5,15.9,self
Myrtales,Myrtaceae,Xanthostemon,paradoxus,Rosell,5,28.8,7.6,82.8,114.5,18.7,self
Myrtales,Vochysiaceae,Vochysia,guatemalensis,Olson,1382,56,22,206.7,249.7,1.9,self
Myrtales,Vochysiaceae,Vochysia,guatemalensis,Olson,1383,40.4,21,135.2,165.2,4.5,self
Myrtales,Vochysiaceae,Vochysia,guatemalensis,Olson,1395,45.2,15,178.4,217.3,3.3,self
Oxalidales,Connaraceae,Rourea,glabra,Olson,1483,4.5,,105.4,144.1,16.4,nonself
Oxalidales,Connaraceae,Rourea,glabra,Olson,1484,3,,121.1,149.1,21.3,nonself
Oxalidales,Connaraceae,Rourea,glabra,Olson,1485,5,,145.8,193.5,7,nonself
Oxalidales,Connaraceae,Rourea,glabra,Olson,2809,1.4,14.8,76.8,111,27.6,nonself
Oxalidales,Connaraceae,Rourea,glabra,Olson,2813,1.9,24.7,146.3,178.4,13,nonself
Oxalidales,Connaraceae,Rourea,glabra,Olson,2814,2.2,30,160.2,191.2,11.1,nonself
Oxalidales,Cunoniaceae,Bauera,rubioides,Olson,2290,0.5,0.7,23.7,27.7,213.9,self
Oxalidales,Cunoniaceae,Bauera,rubioides,Olson,2291,0.5,0.6,24,26.5,278.7,self
Oxalidales,Cunoniaceae,Bauera,rubioides,Olson,2292,0.5,0.6,22.8,28.5,333.7,self
Oxalidales,Cunoniaceae,Callicoma,serratifolia,Olson,1712,8.6,,43.7,45.8,143,self
Oxalidales,Cunoniaceae,Ceratopetalum,apetalum,Olson,2470,47.1,20.1,48.5,57.9,107.9,self
Oxalidales,Cunoniaceae,Ceratopetalum,apetalum,Olson,2475,59.8,18,62.3,74.8,77.7,self
Oxalidales,Cunoniaceae,Eucryphia,moorei,Olson,2399,24.8,10,33.5,36.1,111.7,self
Oxalidales,Cunoniaceae,Eucryphia,moorei,Olson,2400,21.6,15.2,43.2,48.9,121.5,self
Oxalidales,Cunoniaceae,Eucryphia,moorei,Olson,2401,16.9,11,36.8,43.2,97.3,self
Oxalidales,Cunoniaceae,Gillbeea,whypallana,Rosell,1,47.3,,80.5,88.8,39.7,self
Oxalidales,Cunoniaceae,Gillbeea,whypallana,Rosell,2,33.1,,69.2,72.5,32.5,self
Oxalidales,Cunoniaceae,Gillbeea,whypallana,Rosell,3,48.7,,76.6,93.5,90.4,self
Oxalidales,Elaeocarpaceae,Elaeocarpus,grandis,Rosell,1,30.6,25,153.6,163.8,9.2,self
Oxalidales,Elaeocarpaceae,Elaeocarpus,grandis,Rosell,2,33.1,26.2,164.2,180.7,10.6,self
Oxalidales,Elaeocarpaceae,Elaeocarpus,grandis,Rosell,3,32.5,25,137.4,152.3,9.3,self
Oxalidales,Elaeocarpaceae,Elaeocarpus,reticulatus,Olson,2411,13.4,9.8,53.3,56.8,64.6,self
Oxalidales,Elaeocarpaceae,Tetratheca,rubioides,Olson,2232,0.5,0.3,11.6,13.2,540.8,self
Oxalidales,Elaeocarpaceae,Tetratheca,rubioides,Olson,2233,0.3,0.2,11,12.5,672,self
Oxalidales,Elaeocarpaceae,Tetratheca,rubioides,Olson,2234,0.3,0.2,10.9,13.6,712,self
Oxalidales,Oxalidaceae,Averrhoa,carambola,Olson,1552,8.4,,67.5,84,15.7,self
Pandanales,Pandanaceae,Pandanus,spiralis,Rosell,1,14,,135,160.5,7.5,self
Pandanales,Pandanaceae,Pandanus,spiralis,Rosell,2,13.1,,113,134.3,6.1,self
Pandanales,Pandanaceae,Pandanus,spiralis,Rosell,3,17.2,,132.9,170.2,4.2,self
Paracryphiales,Paracryphiaceae,Quintinia,sieberi,Olson,2367,70,12,82.5,90.8,25.9,self
Paracryphiales,Paracryphiaceae,Quintinia,sieberi,Olson,2369,43.9,9,73.5,81.4,59.4,self
Paracryphiales,Paracryphiaceae,Quintinia,sieberi,Olson,2370,75.8,18,70.8,78.7,67.3,self
Paracryphiales,Paracryphiaceae,Quintinia,verdonii,Olson,4161,8.3,10,56.2,59.3,45.1,self
Paracryphiales,Paracryphiaceae,Quintinia,verdonii,Olson,4162,13.4,12.7,61.9,67.7,35.5,self
Paracryphiales,Paracryphiaceae,Quintinia,verdonii,Olson,4163,15.9,12,66.8,73.5,41.1,self
Picramniales,Picramniaceae,Alvaradoa,amorphoides,Olson,2913,8.3,5.9,65.9,78.2,32.3,self
Picramniales,Picramniaceae,Alvaradoa,amorphoides,Olson,2914,14,6.3,64.9,96.1,22.8,self
Picramniales,Picramniaceae,Alvaradoa,amorphoides,Olson,2915,11.9,5.8,54.6,74.4,19.8,self
Piperales,Aristolochiaceae,Aristolochia,emiliae,Olson,2886,0.2,0.2,22.4,32.1,270.4,self
Piperales,Aristolochiaceae,Aristolochia,emiliae,Olson,2887,0.2,0.2,16.9,30.1,204,self
Piperales,Aristolochiaceae,Aristolochia,emiliae,Olson,2888,0.1,0.2,21.4,36.4,258,self
Piperales,Aristolochiaceae,Aristolochia,taliscana,Olson,2781,1.1,5.4,83.1,120.5,43.6,nonself
Piperales,Aristolochiaceae,Aristolochia,taliscana,Olson,2782,1.1,4.5,78,108.5,51.2,nonself
Piperales,Aristolochiaceae,Aristolochia,taliscana,Olson,2783,1.5,3.4,73.1,101.5,25.2,nonself
Piperales,Piperaceae,Piper,amalago,Olson,1361,10.2,6,67.8,76.2,22,self
Piperales,Piperaceae,Piper,amalago,Olson,1362,12.1,7.3,61.4,71.1,17,self
Piperales,Piperaceae,Piper,amalago,Olson,1363,12.1,7,71.5,75.8,19.3,self
Piperales,Piperaceae,Piper,amalago,Olson,1364,9.9,,65.7,75.8,19.7,self
Piperales,Piperaceae,Piper,novae_hollandiae,Olson,2387,35,37,188,271.4,9.5,nonself
Piperales,Piperaceae,Piper,novae_hollandiae,Olson,2396,2.4,14.6,259.4,347.3,4.4,nonself
Piperales,Piperaceae,Piper,novae_hollandiae,Olson,2397,2.5,13.4,133.4,207.3,6.3,nonself
Poales,Restionaceae,Baloskion,tetraphyllum,Olson,2044,0.7,1.2,32.3,33.5,14.8,self
Poales,Restionaceae,Baloskion,tetraphyllum,Olson,2045,0.7,1.4,30.8,34.1,17.9,self
Poales,Restionaceae,Baloskion,tetraphyllum,Olson,2046,0.8,1.1,37.3,49.6,12.5,self
Proteales,Proteaceae,Bellendena,montana,Olson,2350,1,0.4,26.8,34.1,197.5,self
Proteales,Proteaceae,Bellendena,montana,Olson,2351,0.9,0.6,24.5,32.7,169.2,self
Proteales,Proteaceae,Bellendena,montana,Olson,2352,0.9,0.5,22.3,25.9,193.3,self
Proteales,Proteaceae,Grevillea,decurrens,Rosell,1,8.6,5.9,127.3,216.6,8.3,self
Proteales,Proteaceae,Grevillea,decurrens,Rosell,3,9.2,6.7,101,145.2,7.4,self
Proteales,Proteaceae,Grevillea,decurrens,Rosell,4,7.8,6.6,114.2,158.4,8.5,self
Proteales,Proteaceae,Grevillea,mucronulata,Rosell,2,2.1,,29.2,47.5,124.3,self
Proteales,Proteaceae,Grevillea,mucronulata,Rosell,3,2.9,,35.9,53.2,104,self
Proteales,Proteaceae,Grevillea,mucronulata,Rosell,5,2.4,,27.6,49,128.6,self
Proteales,Proteaceae,Grevillea,pteridifolia,Rosell,1,14.5,11,153.9,211.5,10.3,self
Proteales,Proteaceae,Grevillea,pteridifolia,Rosell,2,13.4,7.5,119.2,168.5,9.1,self
Proteales,Proteaceae,Grevillea,pteridifolia,Rosell,4,13.4,10,85.2,120.1,13.7,self
Proteales,Proteaceae,Lambertia,formosa,Olson,2135,2,2.5,32.2,35.4,86.9,self
Proteales,Proteaceae,Lambertia,formosa,Olson,2136,2.2,3.1,39.1,45.6,87.3,self
Proteales,Proteaceae,Lambertia,formosa,Olson,2159,1.9,2.8,32.1,44.1,88.2,self
Proteales,Proteaceae,Orites,diversifolius,Olson,2323,2.9,1.8,31.5,38.9,88.4,self
Proteales,Proteaceae,Orites,diversifolius,Olson,2324,2.8,2.3,33.2,47.9,68.7,self
Proteales,Proteaceae,Orites,diversifolius,Olson,2325,3,2,39.7,45.8,76.1,self
Proteales,Proteaceae,Orites,revolutus,Olson,2281,3.8,1.6,27,31.1,107.9,self
Proteales,Proteaceae,Orites,revolutus,Olson,2282,2.6,1.5,21,28.6,234.1,self
Proteales,Proteaceae,Orites,revolutus,Olson,2283,2.7,1.4,23.5,29,131.5,self
Proteales,Proteaceae,Persoonia,falcata,Rosell,2,7.2,5.3,117.5,135,9.4,self
Proteales,Proteaceae,Persoonia,falcata,Rosell,3,9.1,3.8,95.7,110.7,11.4,self
Proteales,Proteaceae,Persoonia,falcata,Rosell,5,10.3,5.9,95.7,114.7,9.9,self
Proteales,Proteaceae,Persoonia,linearis,Rosell,1,11.9,,63.8,69.9,27.9,self
Proteales,Proteaceae,Persoonia,linearis,Rosell,2,11.3,,58.6,63.4,20.7,self
Proteales,Proteaceae,Persoonia,linearis,Rosell,3,9.2,,55.8,64.2,34.6,self
Proteales,Proteaceae,Persoonia,linearis,Rosell,4,12.7,,63.4,70.5,22.3,self
Proteales,Proteaceae,Persoonia,linearis,Rosell,5,10.8,,50.2,57.3,35.5,self
Proteales,Proteaceae,Symphionema,montanum,Olson,2229,0.3,0.6,17.4,20.2,207.2,self
Proteales,Proteaceae,Symphionema,montanum,Olson,2230,0.4,0.6,16.2,18.6,362,self
Proteales,Proteaceae,Symphionema,montanum,Olson,2231,0.2,0.5,16.4,19.7,261.6,self
Proteales,Proteaceae,Telopea,truncata,Olson,2317,2.8,1.6,28.6,33.8,154,self
Proteales,Proteaceae,Telopea,truncata,Olson,2318,3.2,2.4,39.9,45.8,206.5,self
Proteales,Proteaceae,Telopea,truncata,Olson,2319,2.8,2.3,31.9,39.3,95.9,self
Ranunculales,Berberidaceae,Nandina,domestica,Olson,2489,0.5,0.7,14.6,18.8,302.4,self
Ranunculales,Berberidaceae,Nandina,domestica,Olson,2490,0.6,0.6,12.7,16,235.2,self
Ranunculales,Berberidaceae,Nandina,domestica,Olson,2491,0.6,0.6,14,16.2,232,self
Ranunculales,Menispermaceae,Hyperbaena,ilicifolia,Olson,1546,3.6,,82.8,106.6,10.5,self
Ranunculales,Menispermaceae,Hyperbaena,ilicifolia,Olson,1547,3.7,,77.8,106.2,11,self
Ranunculales,Menispermaceae,Hyperbaena,ilicifolia,Olson,1548,2.7,,66.8,92,11.1,self
Ranunculales,Menispermaceae,Hyperbaena,ilicifolia,Olson,2824,4.7,3.2,79.2,97.9,12.9,self
Ranunculales,Menispermaceae,Hyperbaena,ilicifolia,Olson,2825,8.9,3.7,88.4,106.4,12.2,self
Ranunculales,Menispermaceae,Hyperbaena,ilicifolia,Olson,2826,3.9,3.5,97.2,118.4,12.5,self
Ranunculales,Menispermaceae,Stephania,japonica,Olson,1691,0.6,,93.6,132.3,25.5,nonself
Ranunculales,Menispermaceae,Stephania,japonica,Olson,1696,1.2,,104.3,129.3,18,nonself
Ranunculales,Menispermaceae,Stephania,japonica,Olson,2419,0.5,5.9,108.9,138.8,22.3,nonself
Ranunculales,Menispermaceae,Stephania,japonica,Olson,2420,0.4,2.9,92.5,118.7,36.1,nonself
Ranunculales,Menispermaceae,Stephania,japonica,Olson,2422,0.5,3.8,101.9,140.5,31.5,nonself
Ranunculales,Menispermaceae,Stephania,japonica,Olson,2445,0.4,6.7,97.8,125,26.9,nonself
Ranunculales,Menispermaceae,Stephania,japonica,Olson,2474,1.1,12,124.4,148.3,12.7,nonself
Ranunculales,Papaveraceae,Bocconia,arborea,Olson,2910,35.3,9.5,141.1,191.5,11.6,self
Ranunculales,Papaveraceae,Bocconia,arborea,Olson,2911,28.3,7.6,142,172.5,4.1,self
Ranunculales,Papaveraceae,Bocconia,arborea,Olson,2912,34.7,8.9,156,184.5,6.3,self
Ranunculales,Papaveraceae,Dendromecon,rigida,Olson,1675,2.2,,23.9,38.3,91.9,self
Ranunculales,Papaveraceae,Dendromecon,rigida,Olson,1676,1.6,,27.8,41,158.6,self
Ranunculales,Papaveraceae,Dendromecon,rigida,Olson,1677,1.4,,30.6,36.2,137.7,self
Ranunculales,Ranunculaceae,Clematis,dioica,Olson,1638,2.1,,95.6,164.1,61,nonself
Ranunculales,Ranunculaceae,Clematis,dioica,Olson,1639,2.1,,67.7,154.6,50.1,nonself
Ranunculales,Ranunculaceae,Clematis,dioica,Olson,1640,1.2,,69.1,158.7,63.1,nonself
Ranunculales,Ranunculaceae,Clematis,glycinoides,Olson,2423,0.6,5.8,72.8,102.7,82.5,nonself
Ranunculales,Ranunculaceae,Clematis,glycinoides,Olson,2432,0.5,9.9,67.2,108.6,149.7,nonself
Ranunculales,Ranunculaceae,Clematis,glycinoides,Olson,2433,0.9,9.6,63.3,114.3,110.1,nonself
Ranunculales,Ranunculaceae,Clematis,glycinoides,Olson,2446,1.1,10.2,77.5,197.4,78.7,nonself
Rosales,Moraceae,Chlorophora,tinctoria,Olson,1567,19.1,,115.3,139.3,7.5,self
Rosales,Moraceae,Chlorophora,tinctoria,Olson,1582,38.2,,154.7,202.9,5.7,self
Rosales,Moraceae,Chlorophora,tinctoria,Olson,1610,39.8,,170,189.6,7.8,self
Rosales,Moraceae,Ficus,insipida,Olson,1384,97.1,21,236.4,268.8,3.3,self
Rosales,Moraceae,Ficus,insipida,Olson,1385,94.2,20,257.9,289.1,2.6,self
Rosales,Moraceae,Ficus,insipida,Olson,1389,140.4,22,161.9,262,1.9,self
Rosales,Moraceae,Ficus,tecolutensis,Olson,II,8.4,,142.3,188,,self
Rosales,Moraceae,Ficus,variegata,Rosell,1,90.4,,215.6,250.3,3.1,self
Rosales,Moraceae,Ficus,variegata,Rosell,2,54.1,,225.8,241.7,2.1,self
Rosales,Moraceae,Ficus,variegata,Rosell,3,73.2,,189.7,255.4,5.2,self
Rosales,Moraceae,Pseudolmedia,glabrata,Olson,4105,34.4,17,109.7,124.4,8.2,self
Rosales,Rhamnaceae,Alphitonia,excelsa,Olson,1874,35.3,,125.6,139.3,11.5,self
Rosales,Rhamnaceae,Alphitonia,excelsa,Olson,1875,32.8,,139.4,151.8,13.1,self
Rosales,Rhamnaceae,Alphitonia,excelsa,Olson,1888,42,,125.1,144.7,10.7,self
Rosales,Rhamnaceae,Gouania,lupuloides,Olson,1449,10.8,,249.7,359.5,4.4,nonself
Rosales,Rhamnaceae,Gouania,lupuloides,Olson,1454,8.3,,244.9,403.9,12,nonself
Rosales,Rhamnaceae,Pomaderris,ledifolia,Olson,2214,2.6,2,42.6,51.4,48,self
Rosales,Rhamnaceae,Pomaderris,ledifolia,Olson,2215,2.8,3.2,41.5,49.8,42.2,self
Rosales,Rhamnaceae,Pomaderris,ledifolia,Olson,2216,2.8,3.5,36,48.7,52.2,self
Rosales,Rhamnaceae,Ziziphus,parryi,Olson,2626,13.1,3.8,53.7,97.4,109.3,self
Rosales,Rhamnaceae,Ziziphus,parryi,Olson,2627,9.8,3.2,42.4,79.1,152,self
Rosales,Rhamnaceae,Ziziphus,parryi,Olson,2628,12.9,3.2,59.1,95.1,195.4,self
Rosales,Rosaceae,Cercocarpus,betuloides,Olson,2664,3.8,3,28.1,39.7,95.6,self
Rosales,Rosaceae,Cercocarpus,betuloides,Olson,2665,2.7,1.9,29.1,51.4,131.7,self
Rosales,Rosaceae,Cercocarpus,betuloides,Olson,2666,5.6,3.3,28.7,36.7,118.9,self
Rosales,Rosaceae,Prunus,fasciculata,Olson,2635,3,1.9,19.1,26.5,74.9,self
Rosales,Rosaceae,Prunus,fasciculata,Olson,2636,2.4,1.9,21.3,31.7,62.7,self
Rosales,Rosaceae,Prunus,fasciculata,Olson,2637,2.4,2.2,23.8,36.8,111.2,self
Rosales,Rosaceae,Rubus,fruticosus,Olson,2444,0.8,5.3,55.8,72.9,65.2,nonself
Rosales,Rosaceae,Rubus,fruticosus,Olson,2477,0.7,3.8,55.1,69.3,84.5,nonself
Rosales,Rosaceae,Rubus,fruticosus,Olson,2478,1,2.2,54.3,70.1,59.5,nonself
Rosales,Ulmaceae,Celtis,iguanaea,Olson,2864,8.9,22.6,130.1,168.8,35.1,nonself
Rosales,Ulmaceae,Celtis,iguanaea,Olson,2865,5.1,21.9,146.3,183.5,26.7,nonself
Rosales,Ulmaceae,Ulmus,mexicana,Olson,4076,47.7,27.5,95,108.6,16.6,self
Rosales,Urticaceae,Cecropia,obtusifolia,Olson,1391,15,,142.3,189,7,self
Rosales,Urticaceae,Cecropia,obtusifolia,Olson,1392,19.7,,188.5,214.2,2.4,self
Rosales,Urticaceae,Cecropia,obtusifolia,Olson,1393,11.1,,165.7,198.7,3.6,self
Rosales,Urticaceae,Cecropia,obtusifolia,Olson,4059,42,22.4,189.2,261.9,7.2,self
Rosales,Urticaceae,Dendrocnide,excelsa,Olson,2378,39.2,14,157.7,177,5,self
Rosales,Urticaceae,Dendrocnide,excelsa,Olson,2379,58.3,24,222.9,249.7,3.9,self
Rosales,Urticaceae,Dendrocnide,excelsa,Olson,2380,85.9,28,215.6,262,3,self
Rosales,Urticaceae,Myriocarpa,longipes,Olson,1370,15.1,7.8,94.3,111.9,7.1,self
Rosales,Urticaceae,Myriocarpa,longipes,Olson,1371,10.5,6.9,82.2,103.9,10,self
Rosales,Urticaceae,Myriocarpa,longipes,Olson,1372,12.7,7.6,75.2,90.2,6.9,self
Sabiales,Sabiaceae,Meliosma,occidentalis,Olson,4072,66.8,25,122.3,147.6,16.6,self
Sabiales,Sabiaceae,Meliosma,occidentalis,Olson,4073,39.5,24,129.6,143.1,11.2,self
Sabiales,Sabiaceae,Meliosma,occidentalis,Olson,4074,43,31,111.1,154.8,16.7,self
Santalales,Loranthaceae,Amyema,pendula,Olson,2220,1.7,0.8,32,36.6,49.2,self
Santalales,Loranthaceae,Amyema,pendula,Olson,2221,2.5,1.1,28.8,34.8,73.7,self
Santalales,Loranthaceae,Amyema,pendula,Olson,2222,1.9,1.2,30.3,35.6,68.1,self
Santalales,Loranthaceae,Atkinsonia,ligustrina,Olson,2223,3,1.4,54.5,73.2,57,self
Santalales,Loranthaceae,Atkinsonia,ligustrina,Olson,2224,2.6,1.6,47.2,64.2,71,self
Santalales,Loranthaceae,Atkinsonia,ligustrina,Olson,2225,2.6,1.7,50.3,63.3,71,self
Santalales,Loranthaceae,Phoradendron,quadrangulare,Olson,1506,1.7,,22.4,29.4,83.5,self
Santalales,Loranthaceae,Phoradendron,quadrangulare,Olson,1507,1.2,,22.5,28.1,158.8,self
Santalales,Loranthaceae,Phoradendron,quadrangulare,Olson,1508,1.1,,16.3,21.8,156.8,self
Santalales,Olacaceae,Ximenia,pubescens,Olson,1588,3.3,,57.5,70.8,88.7,self
Santalales,Olacaceae,Ximenia,pubescens,Olson,1589,3,,54.3,66.2,66,self
Santalales,Opiliaceae,Agonandra,racemosa,Olson,1542,5.4,,71.2,74.1,17.5,self
Santalales,Opiliaceae,Agonandra,racemosa,Olson,1543,4,2.9,58.4,70.3,34.6,self
Santalales,Opiliaceae,Agonandra,racemosa,Olson,1544,5.4,3.1,53.4,67.6,21.7,self
Santalales,Opiliaceae,Agonandra,racemosa,Olson,1545,2.6,,48.9,58.3,35.2,self
Santalales,Opiliaceae,Agonandra,racemosa,Olson,2828,2.2,2.2,47.7,53.4,32.2,self
Santalales,Santalaceae,Exocarpos,cupressiformis,Olson,1697,2.5,,34.9,44.1,117.5,self
Santalales,Santalaceae,Exocarpos,cupressiformis,Olson,1698,2.3,,27.9,35.7,126.5,self
Santalales,Santalaceae,Exocarpos,cupressiformis,Olson,1699,3,,29.9,33.5,131,self
Santalales,Santalaceae,Exocarpos,humifusus,Olson,2296,0.6,0.4,28.1,31.7,314.5,self
Santalales,Santalaceae,Exocarpos,humifusus,Olson,2297,0.4,0.4,13.9,20.1,330.5,self
Santalales,Santalaceae,Exocarpos,humifusus,Olson,2298,0.5,0.4,18,20.4,212,self
Santalales,Santalaceae,Phoradendron,californicum,Olson,2641,0.6,0.7,18.7,22.5,57.1,self
Santalales,Santalaceae,Phoradendron,californicum,Olson,2642,0.6,0.6,22.9,28.3,48.8,self
Santalales,Santalaceae,Phoradendron,californicum,Olson,2643,0.7,0.6,20.5,26.9,48.6,self
Sapindales,Anacardiaceae,Amphipterygium,adstringens,Olson,30021,24.8,,97.8,123.7,,self
Sapindales,Anacardiaceae,Amphipterygium,adstringens,Olson,30022,18.1,,91.6,107,,self
Sapindales,Anacardiaceae,Amphipterygium,adstringens,Olson,30023,14,,94.8,117,,self
Sapindales,Anacardiaceae,Buchanania,obovata,Rosell,1,15.6,5.2,104.2,124.9,8.4,self
Sapindales,Anacardiaceae,Buchanania,obovata,Rosell,2,14,5.9,130.3,165.7,7.2,self
Sapindales,Anacardiaceae,Buchanania,obovata,Rosell,4,14.2,7.2,106.5,149.3,9.4,self
